Index,Time,TVITCH_41::AAPL.ORDER_ID..TVITCH_41__AAPL,TVITCH_41::AAPL.TRADE_ID..TVITCH_41__AAPL,TVITCH_41::AAPL.BUY_SELL_FLAG..TVITCH_41__AAPL,TVITCH_41::AAPL.MESSAGE_TYPE..TVITCH_41__AAPL,TVITCH_41::AAPL.PRINTABLE..TVITCH_41__AAPL,TVITCH_41::AAPL.CROSS_TYPE..TVITCH_41__AAPL,TVITCH_41::AAPL.DELETED_TIME..TVITCH_41__AAPL,TVITCH_41::AAPL.TICK_STATUS..TVITCH_41__AAPL,TVITCH_41::AAPL.TRACK_NUM..TVITCH_41__AAPL,TVITCH_41::AAPL.PRICE..TVITCH_41__AAPL,TVITCH_41::AAPL.SIZE..TVITCH_41__AAPL,TVITCH_41::AAPL.OMDSEQ..TVITCH_41__AAPL
1,2016/12/27 09:30:00.015,0,27389,0,P,N,,,0,2,116.6,48,56
2,2016/12/27 09:30:00.026,0,28185,0,P,N,,,0,2,116.57,125,186
3,2016/12/27 09:30:00.026,0,28186,0,P,N,,,0,4,116.56,100,187
4,2016/12/27 09:30:00.026,0,28187,0,P,N,,,0,6,116.55,100,188
5,2016/12/27 09:30:00.049,0,29712,0,P,N,,,0,2,116.55,100,272
6,2016/12/27 09:30:00.117,0,38044,0,Q,Y,O,,0,1,116.52,288117,5
7,2016/12/27 09:30:00.120,2860489,38079,1,ET,Y,,,0,2,116.53,20,132
8,2016/12/27 09:30:00.120,2877457,38080,1,ET,Y,,,0,4,116.53,80,134
9,2016/12/27 09:30:00.120,2877457,38081,1,ET,Y,,,0,2,116.53,6,178
10,2016/12/27 09:30:00.120,2872881,38082,1,ET,Y,,,0,4,116.54,4,180
11,2016/12/27 09:30:00.120,6695073,38083,1,ET,Y,,,0,6,116.54,90,182
12,2016/12/27 09:30:00.120,6695073,38084,1,ET,Y,,,0,2,116.54,100,190
13,2016/12/27 09:30:00.130,0,38315,0,P,N,,,0,2,116.53,300,306
14,2016/12/27 09:30:00.130,6695073,38316,1,ET,Y,,,0,4,116.54,10,308
15,2016/12/27 09:30:00.169,6695073,42655,1,ET,Y,,,0,2,116.54,10,493
16,2016/12/27 09:30:00.188,2759329,45734,0,ET,Y,,,0,2,116.51,50,86
17,2016/12/27 09:30:00.188,3006597,45735,0,ET,Y,,,0,4,116.51,1,88
18,2016/12/27 09:30:00.188,3091865,45736,0,ET,Y,,,0,6,116.51,2,90
19,2016/12/27 09:30:00.188,6606613,45737,0,ET,Y,,,0,8,116.51,62,92
20,2016/12/27 09:30:00.188,6615329,45738,0,ET,Y,,,0,10,116.51,100,94
21,2016/12/27 09:30:00.188,0,45770,0,P,N,,,0,2,116.51,100,127
22,2016/12/27 09:30:00.190,2112757,46199,0,ET,Y,,,0,2,116.5,50,258
23,2016/12/27 09:30:00.190,2238165,46200,0,ET,Y,,,0,4,116.5,17,260
24,2016/12/27 09:30:00.190,2862801,46201,0,ET,Y,,,0,6,116.5,7,262
25,2016/12/27 09:30:00.190,2874333,46202,0,ET,Y,,,0,8,116.5,100,264
26,2016/12/27 09:30:00.190,3379993,46203,0,ET,Y,,,0,10,116.5,3,266
27,2016/12/27 09:30:00.190,3410797,46204,0,ET,Y,,,0,12,116.5,25,268
28,2016/12/27 09:30:00.190,3416169,46205,0,ET,Y,,,0,14,116.5,117,270
29,2016/12/27 09:30:00.190,3419645,46206,0,ET,Y,,,0,16,116.5,43,272
30,2016/12/27 09:30:00.190,4280773,46207,0,ET,Y,,,0,18,116.5,5,274
31,2016/12/27 09:30:00.190,5437653,46208,0,ET,Y,,,0,20,116.5,5,276
32,2016/12/27 09:30:00.200,0,47499,0,P,N,,,0,2,116.53,10,384
33,2016/12/27 09:30:00.409,0,78419,0,P,N,,,0,2,116.52,86,422
34,2016/12/27 09:30:00.409,6725713,78420,1,ET,Y,,,0,4,116.53,14,424
35,2016/12/27 09:30:00.666,0,136455,0,P,N,,,0,2,116.52,100,209
36,2016/12/27 09:30:00.666,6794637,136456,1,ET,Y,,,0,4,116.53,100,211
37,2016/12/27 09:30:00.666,0,136457,0,P,N,,,0,6,116.53,100,212
38,2016/12/27 09:30:00.666,0,136458,0,P,N,,,0,2,116.53,100,217
39,2016/12/27 09:30:00.685,6695073,136482,1,ET,Y,,,0,2,116.54,140,163
40,2016/12/27 09:30:00.685,6695617,136483,1,ET,Y,,,0,4,116.54,50,165
41,2016/12/27 09:30:00.690,3045357,136487,0,ET,Y,,,0,2,116.49,4,85
42,2016/12/27 09:30:00.690,6668673,136488,0,ET,Y,,,0,4,116.49,100,87
43,2016/12/27 09:30:00.690,6717941,136489,0,ET,Y,,,0,6,116.49,6,89
44,2016/12/27 09:30:00.690,6717941,136490,0,ET,Y,,,0,2,116.49,800,125
45,2016/12/27 09:30:00.699,6717941,136496,0,ET,Y,,,0,2,116.49,25,61
46,2016/12/27 09:30:00.700,6717941,136497,0,ET,Y,,,0,2,116.49,45,35
47,2016/12/27 09:30:00.702,6717941,136498,0,ET,Y,,,0,2,116.49,1,90
48,2016/12/27 09:30:00.702,6717941,136499,0,ET,Y,,,0,2,116.49,39,107
49,2016/12/27 09:30:00.825,6856229,136712,0,ET,Y,,,0,2,116.51,2,96
50,2016/12/27 09:30:00.825,0,136713,0,P,N,,,0,4,116.5,32,97
51,2016/12/27 09:30:01.038,6870997,137015,1,ET,Y,,,0,2,116.52,50,544
52,2016/12/27 09:30:01.043,6854713,137036,1,ET,Y,,,0,2,116.54,100,164
53,2016/12/27 09:30:01.043,6891905,137037,0,CT,Y,,,0,2,116.54,100,171
54,2016/12/27 09:30:01.070,2040077,137073,1,ET,Y,,,0,2,116.55,3,65
55,2016/12/27 09:30:01.070,2868309,137074,1,ET,Y,,,0,4,116.55,1,67
56,2016/12/27 09:30:01.070,2936457,137075,1,ET,Y,,,0,6,116.55,15,69
57,2016/12/27 09:30:01.070,3024653,137076,1,ET,Y,,,0,8,116.55,27,71
58,2016/12/27 09:30:01.070,3409945,137077,1,ET,Y,,,0,10,116.55,54,73
59,2016/12/27 09:30:01.170,6891917,137167,0,ET,Y,,,0,2,116.53,10,76
60,2016/12/27 09:30:01.196,6890893,137216,0,ET,Y,,,0,2,116.52,50,724
61,2016/12/27 09:30:01.225,0,137248,0,P,N,,,0,2,116.51,68,266
62,2016/12/27 09:30:01.225,6915177,137249,0,ET,Y,,,0,4,116.5,14,268
63,2016/12/27 09:30:01.317,6915177,137422,0,ET,Y,,,0,2,116.5,100,244
64,2016/12/27 09:30:01.458,6915177,137570,0,ET,Y,,,0,2,116.5,93,325
65,2016/12/27 09:30:01.534,6997865,137699,1,ET,Y,,,0,2,116.52,2,63
66,2016/12/27 09:30:01.534,6917409,137700,1,ET,Y,,,0,4,116.53,3,65
67,2016/12/27 09:30:01.582,6917409,137793,1,ET,Y,,,0,2,116.53,87,174
68,2016/12/27 09:30:01.613,0,137837,0,P,N,,,0,2,116.51,37,197
69,2016/12/27 09:30:01.883,3409945,138133,1,ET,Y,,,0,2,116.55,132,501
70,2016/12/27 09:30:01.884,3409945,138147,1,ET,Y,,,0,2,116.55,300,452
71,2016/12/27 09:30:01.916,3409945,138178,1,ET,Y,,,0,2,116.55,14,120
72,2016/12/27 09:30:01.916,4527489,138179,1,ET,Y,,,0,4,116.55,7,122
73,2016/12/27 09:30:01.916,0,138180,0,P,N,,,0,2,116.55,500,124
74,2016/12/27 09:30:02.130,0,138411,0,P,N,,,0,2,116.56,28,191
75,2016/12/27 09:30:02.541,3092077,138698,1,ET,Y,,,0,2,116.56,50,139
76,2016/12/27 09:30:02.542,3092077,138700,1,ET,Y,,,0,2,116.56,34,149
77,2016/12/27 09:30:02.610,2044249,138750,1,ET,Y,,,0,2,116.57,20,52
78,2016/12/27 09:30:02.610,2361609,138751,1,ET,Y,,,0,4,116.57,2,54
79,2016/12/27 09:30:02.610,3017997,138752,1,ET,Y,,,0,6,116.57,250,56
80,2016/12/27 09:30:02.610,3092093,138753,1,ET,Y,,,0,8,116.57,6,58
81,2016/12/27 09:30:02.610,3424829,138754,1,ET,Y,,,0,10,116.57,270,60
82,2016/12/27 09:30:02.781,3413845,138886,1,ET,Y,,,0,2,116.58,2000,145
83,2016/12/27 09:30:02.781,3414501,138887,1,ET,Y,,,0,4,116.58,1900,147
84,2016/12/27 09:30:02.782,3414501,138888,1,ET,Y,,,0,2,116.58,400,45
85,2016/12/27 09:30:02.782,3417917,138889,1,ET,Y,,,0,4,116.58,2678,47
86,2016/12/27 09:30:02.782,3417917,138890,1,ET,Y,,,0,2,116.58,570,58
87,2016/12/27 09:30:02.884,7235733,138958,1,ET,Y,,,0,2,116.57,43,95
88,2016/12/27 09:30:02.884,7242549,138959,1,ET,Y,,,0,4,116.57,57,97
89,2016/12/27 09:30:03.027,0,139036,0,P,N,,,0,2,116.565,68,102
90,2016/12/27 09:30:03.545,7242553,139243,1,ET,Y,,,0,2,116.57,35,44
91,2016/12/27 09:30:03.545,7242553,139244,1,ET,Y,,,0,2,116.57,15,46
92,2016/12/27 09:30:03.959,6905109,139324,1,ET,Y,,,0,2,116.58,58,14
93,2016/12/27 09:30:04.535,7282833,139448,0,ET,Y,,,0,2,116.57,25,13
94,2016/12/27 09:30:05.030,6928893,139637,1,ET,Y,,,0,2,116.58,100,56
95,2016/12/27 09:30:05.030,7121445,139638,1,ET,Y,,,0,4,116.58,200,58
96,2016/12/27 09:30:05.030,7282833,139639,0,ET,Y,,,0,2,116.57,75,73
97,2016/12/27 09:30:05.030,7359153,139640,0,ET,Y,,,0,4,116.57,18,75
98,2016/12/27 09:30:05.394,7121445,139855,1,ET,Y,,,0,2,116.58,271,16
99,2016/12/27 09:30:05.500,7121445,139892,1,ET,Y,,,0,2,116.58,29,39
100,2016/12/27 09:30:05.543,1620369,139909,1,ET,Y,,,0,2,116.6,3,17
101,2016/12/27 09:30:06.000,1620369,140049,1,ET,Y,,,0,2,116.6,97,6
102,2016/12/27 09:30:06.000,2232321,140050,1,ET,Y,,,0,4,116.6,100,8
103,2016/12/27 09:30:06.000,2450153,140051,1,ET,Y,,,0,6,116.6,75,10
104,2016/12/27 09:30:06.000,2450153,140058,1,ET,Y,,,0,2,116.6,75,22
105,2016/12/27 09:30:06.000,2502857,140059,1,ET,Y,,,0,4,116.6,1596,24
106,2016/12/27 09:30:06.000,2502857,140060,1,ET,Y,,,0,2,116.6,1,26
107,2016/12/27 09:30:06.001,2502857,140061,1,ET,Y,,,0,2,116.6,59,6
108,2016/12/27 09:30:07.181,0,140514,0,P,N,,,0,2,116.59,29,204
109,2016/12/27 09:30:07.181,7452945,140515,0,ET,Y,,,0,4,116.58,18,206
110,2016/12/27 09:30:07.181,7455713,140516,0,ET,Y,,,0,6,116.58,53,208
111,2016/12/27 09:30:08.078,2502857,140848,1,ET,Y,,,0,2,116.6,1000,342
112,2016/12/27 09:30:08.079,2502857,140853,1,ET,Y,,,0,2,116.6,200,15
113,2016/12/27 09:30:08.079,2502857,140854,1,ET,Y,,,0,2,116.6,7144,238
114,2016/12/27 09:30:08.079,2875465,140855,1,ET,Y,,,0,4,116.6,137,240
115,2016/12/27 09:30:08.079,2875805,140856,1,ET,Y,,,0,6,116.6,50,242
116,2016/12/27 09:30:08.079,2877689,140857,1,ET,Y,,,0,8,116.6,250,244
117,2016/12/27 09:30:08.079,2959629,140858,1,ET,Y,,,0,10,116.6,400,246
118,2016/12/27 09:30:08.079,3030929,140859,1,ET,Y,,,0,12,116.6,40,248
119,2016/12/27 09:30:08.079,3272985,140860,1,ET,Y,,,0,14,116.6,39,250
120,2016/12/27 09:30:08.079,3367133,140861,1,ET,Y,,,0,16,116.6,20,252
121,2016/12/27 09:30:08.079,3390709,140862,1,ET,Y,,,0,18,116.6,45,254
122,2016/12/27 09:30:08.079,3719945,140863,1,ET,Y,,,0,20,116.6,35,256
123,2016/12/27 09:30:08.079,7001841,140864,1,ET,Y,,,0,22,116.6,50,258
124,2016/12/27 09:30:08.079,224117,140865,1,ET,Y,,,0,2,116.61,10,297
125,2016/12/27 09:30:08.085,6670737,140900,1,ET,Y,,,0,2,116.63,1,20
126,2016/12/27 09:30:08.085,6670737,140901,1,ET,Y,,,0,2,116.63,20,26
127,2016/12/27 09:30:08.207,0,140955,0,P,N,,,0,2,116.63,10,36
128,2016/12/27 09:30:08.366,0,141014,0,P,N,,,0,2,116.64,100,0
129,2016/12/27 09:30:09.058,2210617,141236,1,ET,Y,,,0,2,116.65,30,7
130,2016/12/27 09:30:11.274,2210617,142473,1,ET,Y,,,0,2,116.65,18,3
131,2016/12/27 09:30:11.274,2294821,142474,1,ET,Y,,,0,4,116.65,20,5
132,2016/12/27 09:30:11.274,2294821,142475,1,ET,Y,,,0,2,116.65,112,7
133,2016/12/27 09:30:13.990,7631089,143341,0,ET,Y,,,0,2,116.62,100,20
134,2016/12/27 09:30:13.990,7631089,143342,0,ET,Y,,,0,2,116.62,200,23
135,2016/12/27 09:30:13.991,7631089,143343,0,ET,Y,,,0,2,116.62,100,12
136,2016/12/27 09:30:13.991,7634333,143344,0,ET,Y,,,0,4,116.62,30,14
137,2016/12/27 09:30:13.991,7641053,143345,0,ET,Y,,,0,6,116.62,100,16
138,2016/12/27 09:30:14.473,0,143504,0,P,N,,,0,2,116.61,300,31
139,2016/12/27 09:30:14.476,0,143505,0,P,N,,,0,2,116.61,100,0
140,2016/12/27 09:30:14.482,0,143507,0,P,N,,,0,2,116.61,239,19
141,2016/12/27 09:30:15.861,0,143875,0,P,N,,,0,2,116.64,1500,24
142,2016/12/27 09:30:15.864,0,143876,0,P,N,,,0,2,116.64,1500,55
143,2016/12/27 09:30:16.309,7694405,144074,0,ET,Y,,,0,2,116.63,31,27
144,2016/12/27 09:30:16.592,7688977,144134,1,ET,Y,,,0,2,116.64,15,83
145,2016/12/27 09:30:17.599,7688977,144279,1,ET,Y,,,0,2,116.64,40,1
146,2016/12/27 09:30:19.311,0,144565,0,P,N,,,0,2,116.63,51,10
147,2016/12/27 09:30:19.311,7725561,144566,0,ET,Y,,,0,4,116.61,49,12
148,2016/12/27 09:30:24.364,7725561,145727,0,ET,Y,,,0,2,116.61,51,15
149,2016/12/27 09:30:25.141,7688977,145846,1,ET,Y,,,0,2,116.64,8,7
150,2016/12/27 09:30:25.141,7811973,145847,1,ET,Y,,,0,4,116.64,2,9
151,2016/12/27 09:30:25.141,7817957,145848,1,ET,Y,,,0,6,116.64,90,11
152,2016/12/27 09:30:28.835,7833929,146405,0,ET,Y,,,0,2,116.6,200,2
153,2016/12/27 09:30:35.824,7890929,147472,1,ET,Y,,,0,2,116.63,200,8
154,2016/12/27 09:30:35.824,7890929,147473,1,ET,Y,,,0,2,116.63,100,11
155,2016/12/27 09:30:36.091,7890929,147507,1,ET,Y,,,0,2,116.63,100,30
156,2016/12/27 09:30:36.091,7890929,147508,1,ET,Y,,,0,2,116.63,10,32
157,2016/12/27 09:30:41.836,7962885,148138,1,ET,Y,,,0,2,116.62,106,379
158,2016/12/27 09:30:41.836,7972301,148139,1,ET,Y,,,0,4,116.62,100,381
159,2016/12/27 09:30:43.125,7864049,148313,0,ET,Y,,,0,2,116.6,5,27
160,2016/12/27 09:30:43.127,7864049,148314,0,ET,Y,,,0,2,116.6,70,2
161,2016/12/27 09:30:44.440,7916753,148545,1,ET,Y,,,0,2,116.63,100,138
162,2016/12/27 09:30:44.467,7944025,148568,1,ET,Y,,,0,2,116.64,100,183
163,2016/12/27 09:30:47.889,2294821,149100,1,ET,Y,,,0,2,116.65,14,3
164,2016/12/27 09:30:52.213,8009669,149623,0,ET,Y,,,0,2,116.63,39,24
165,2016/12/27 09:30:52.670,0,149691,0,P,N,,,0,2,116.64,100,4
166,2016/12/27 09:30:53.328,0,149863,0,P,N,,,0,2,116.64,39,14
167,2016/12/27 09:30:53.805,0,149954,0,P,N,,,0,2,116.635,10,14
168,2016/12/27 09:30:57.321,2294821,150354,1,ET,Y,,,0,2,116.65,300,4
169,2016/12/27 09:30:57.610,2294821,150391,1,ET,Y,,,0,2,116.65,254,29
170,2016/12/27 09:30:57.610,7680125,150392,1,ET,Y,,,0,4,116.65,100,31
171,2016/12/27 09:30:57.628,2210405,150393,1,ET,Y,,,0,2,116.66,260,1
172,2016/12/27 09:30:58.052,8127521,150466,0,ET,Y,,,0,2,116.66,100,20
173,2016/12/27 09:30:58.136,8127397,150474,0,ET,Y,,,0,2,116.65,100,4
174,2016/12/27 09:30:59.221,8129813,150566,1,ET,Y,,,0,2,116.67,200,8
175,2016/12/27 09:31:00.896,5315829,151096,1,ET,Y,,,0,2,116.68,60,4
176,2016/12/27 09:31:01.570,5315829,151275,1,ET,Y,,,0,2,116.68,40,5
177,2016/12/27 09:31:01.570,8106165,151276,1,ET,Y,,,0,4,116.68,60,7
178,2016/12/27 09:31:01.834,8106165,151342,1,ET,Y,,,0,2,116.68,40,7
179,2016/12/27 09:31:01.880,8176453,151353,1,ET,Y,,,0,2,116.69,100,5
180,2016/12/27 09:31:03.975,8215929,151980,1,ET,Y,,,0,2,116.69,300,1
181,2016/12/27 09:31:06.853,0,152483,0,P,N,,,0,2,116.695,88,0
182,2016/12/27 09:31:09.552,8262505,152875,0,ET,Y,,,0,2,116.69,100,254
183,2016/12/27 09:31:10.827,2457877,153042,1,ET,Y,,,0,2,116.7,5,1
184,2016/12/27 09:31:10.827,5432181,153043,1,ET,Y,,,0,4,116.7,10,3
185,2016/12/27 09:31:10.827,5437089,153044,1,ET,Y,,,0,6,116.7,314,5
186,2016/12/27 09:31:10.827,8225361,153045,1,ET,Y,,,0,8,116.7,100,7
187,2016/12/27 09:31:10.827,8293221,153046,1,ET,Y,,,0,10,116.7,100,9
188,2016/12/27 09:31:10.827,8301621,153047,1,ET,Y,,,0,12,116.7,200,11
189,2016/12/27 09:31:10.827,7985209,153048,1,ET,Y,,,0,14,116.71,100,13
190,2016/12/27 09:31:10.861,8301673,153052,1,ET,Y,,,0,2,116.71,100,2
191,2016/12/27 09:31:10.861,8301677,153053,1,ET,Y,,,0,4,116.71,100,4
192,2016/12/27 09:31:10.861,8301705,153054,1,ET,Y,,,0,6,116.71,100,6
193,2016/12/27 09:31:10.861,8301737,153055,1,ET,Y,,,0,8,116.71,100,8
194,2016/12/27 09:31:11.370,8301985,153210,0,ET,Y,,,0,2,116.71,100,44
195,2016/12/27 09:31:12.401,8307397,153452,0,ET,Y,,,0,2,116.71,100,5
196,2016/12/27 09:31:12.401,8317389,153453,0,ET,Y,,,0,4,116.71,100,7
197,2016/12/27 09:31:12.401,0,153454,0,P,N,,,0,6,116.71,200,8
198,2016/12/27 09:31:14.586,2867069,153849,1,ET,Y,,,0,2,116.72,6,6
199,2016/12/27 09:31:14.586,7914897,153850,1,ET,Y,,,0,4,116.72,244,8
200,2016/12/27 09:31:14.586,7914897,153851,1,ET,Y,,,0,2,116.72,25,10
201,2016/12/27 09:31:14.586,8322833,153852,1,ET,Y,,,0,4,116.72,29,12
202,2016/12/27 09:31:19.001,0,154478,0,P,N,,,0,2,116.735,15,0
203,2016/12/27 09:31:19.228,6427369,154517,1,ET,Y,,,0,2,116.74,85,1
204,2016/12/27 09:31:19.519,6427369,154563,1,ET,Y,,,0,2,116.74,15,6
205,2016/12/27 09:31:19.519,8347841,154564,1,ET,Y,,,0,4,116.74,35,8
206,2016/12/27 09:31:20.813,8347841,154848,1,ET,Y,,,0,2,116.74,65,138
207,2016/12/27 09:31:20.813,8359017,154849,1,ET,Y,,,0,4,116.74,28,140
208,2016/12/27 09:31:20.813,8383857,154850,1,ET,Y,,,0,6,116.74,46,142
209,2016/12/27 09:31:20.813,8383965,154851,1,ET,Y,,,0,8,116.74,100,144
210,2016/12/27 09:31:20.813,8403073,154861,1,ET,Y,,,0,2,116.74,100,304
211,2016/12/27 09:31:21.881,8403097,155044,1,ET,Y,,,0,2,116.74,100,1
212,2016/12/27 09:31:21.881,8414737,155045,1,ET,Y,,,0,2,116.74,100,9
213,2016/12/27 09:31:23.046,8414749,155289,1,ET,Y,,,0,2,116.74,100,11
214,2016/12/27 09:31:23.048,8426877,155290,1,ET,Y,,,0,2,116.74,100,9
215,2016/12/27 09:31:23.048,0,155291,0,P,N,,,0,4,116.74,138,10
216,2016/12/27 09:31:26.308,0,155866,0,P,N,,,0,2,116.74,21,7
217,2016/12/27 09:31:26.308,8391465,155867,0,ET,Y,,,0,4,116.73,100,9
218,2016/12/27 09:31:26.308,8392713,155868,0,ET,Y,,,0,6,116.73,79,11
219,2016/12/27 09:31:26.308,8392713,155869,0,ET,Y,,,0,2,116.73,21,37
220,2016/12/27 09:31:26.308,0,155870,0,P,N,,,0,2,116.73,21,45
221,2016/12/27 09:31:26.310,8457065,155871,0,ET,Y,,,0,2,116.73,100,3
222,2016/12/27 09:31:26.310,8457077,155872,0,ET,Y,,,0,2,116.73,79,6
223,2016/12/27 09:31:26.513,8458713,155891,1,ET,Y,,,0,2,116.74,100,8
224,2016/12/27 09:31:27.315,0,155955,0,P,N,,,0,2,116.73,79,0
225,2016/12/27 09:31:27.315,8458029,155956,0,ET,Y,,,0,4,116.72,21,2
226,2016/12/27 09:31:27.896,8458029,156041,0,ET,Y,,,0,2,116.72,79,1
227,2016/12/27 09:31:27.896,8462817,156042,0,ET,Y,,,0,4,116.72,100,3
228,2016/12/27 09:31:27.902,8469909,156046,0,ET,Y,,,0,2,116.72,100,6
229,2016/12/27 09:31:27.908,8469929,156051,0,ET,Y,,,0,2,116.72,100,2
230,2016/12/27 09:31:27.949,8320773,156065,0,ET,Y,,,0,2,116.71,100,1
231,2016/12/27 09:31:27.949,8469969,156066,0,ET,Y,,,0,4,116.71,100,3
232,2016/12/27 09:31:27.949,0,156067,0,P,N,,,0,6,116.71,571,4
233,2016/12/27 09:31:27.949,0,156068,0,P,N,,,0,8,116.71,100,5
234,2016/12/27 09:31:32.232,8498933,156548,1,ET,Y,,,0,2,116.72,100,2
235,2016/12/27 09:31:32.232,8501377,156549,1,ET,Y,,,0,2,116.72,100,6
236,2016/12/27 09:31:32.232,8501377,156550,1,ET,Y,,,0,2,116.72,300,14
237,2016/12/27 09:31:32.372,8470289,156557,0,ET,Y,,,0,2,116.71,100,4
238,2016/12/27 09:31:32.372,8473045,156558,0,ET,Y,,,0,4,116.71,100,6
239,2016/12/27 09:31:32.372,8506329,156559,0,ET,Y,,,0,6,116.71,200,8
240,2016/12/27 09:31:32.539,8509797,156586,0,ET,Y,,,0,2,116.71,15,2
241,2016/12/27 09:31:33.310,8472521,156731,0,ET,Y,,,0,2,116.7,100,11
242,2016/12/27 09:31:33.310,8516193,156732,0,ET,Y,,,0,4,116.7,100,13
243,2016/12/27 09:31:33.757,8523437,156857,0,ET,Y,,,0,2,116.69,200,5
244,2016/12/27 09:31:33.757,0,156858,0,P,N,,,0,4,116.69,100,6
245,2016/12/27 09:31:34.252,0,156899,0,P,N,,,0,2,116.695,75,12
246,2016/12/27 09:31:41.830,0,157785,0,P,N,,,0,2,116.7,100,0
247,2016/12/27 09:31:51.357,8516005,159141,1,ET,Y,,,0,2,116.71,412,3
248,2016/12/27 09:31:51.357,8516005,159142,1,ET,Y,,,0,2,116.71,188,5
249,2016/12/27 09:31:51.357,8552573,159143,1,ET,Y,,,0,4,116.71,100,7
250,2016/12/27 09:31:51.357,8590577,159144,1,ET,Y,,,0,6,116.71,100,9
251,2016/12/27 09:31:51.357,8649469,159145,1,ET,Y,,,0,8,116.71,100,11
252,2016/12/27 09:31:51.377,8476953,159152,1,ET,Y,,,0,2,116.74,100,2
253,2016/12/27 09:31:53.932,2608677,159441,1,ET,Y,,,0,2,116.75,100,5
254,2016/12/27 09:31:59.088,2608677,160035,1,ET,Y,,,0,2,116.75,100,1
255,2016/12/27 09:31:59.088,2614589,160036,1,ET,Y,,,0,4,116.75,100,3
256,2016/12/27 09:31:59.088,2865381,160037,1,ET,Y,,,0,6,116.75,25,5
257,2016/12/27 09:31:59.088,2873353,160038,1,ET,Y,,,0,8,116.75,266,7
258,2016/12/27 09:31:59.088,2875753,160039,1,ET,Y,,,0,10,116.75,9,9
259,2016/12/27 09:31:59.088,2875753,160040,1,ET,Y,,,0,2,116.75,31,12
260,2016/12/27 09:31:59.088,2932541,160041,1,ET,Y,,,0,4,116.75,33,14
261,2016/12/27 09:31:59.088,3029349,160042,1,ET,Y,,,0,6,116.75,20,16
262,2016/12/27 09:31:59.088,4519961,160043,1,ET,Y,,,0,8,116.75,1,18
263,2016/12/27 09:31:59.088,4559585,160044,1,ET,Y,,,0,10,116.75,6,20
264,2016/12/27 09:31:59.088,4607985,160045,1,ET,Y,,,0,12,116.75,250,22
265,2016/12/27 09:31:59.088,4730121,160046,1,ET,Y,,,0,14,116.75,50,24
266,2016/12/27 09:31:59.088,4946469,160047,1,ET,Y,,,0,16,116.75,45,26
267,2016/12/27 09:31:59.088,5044009,160048,1,ET,Y,,,0,18,116.75,342,28
268,2016/12/27 09:31:59.088,5346445,160049,1,ET,Y,,,0,20,116.75,103,30
269,2016/12/27 09:31:59.088,5346445,160050,1,ET,Y,,,0,2,116.75,1197,33
270,2016/12/27 09:31:59.088,6312429,160051,1,ET,Y,,,0,4,116.75,100,35
271,2016/12/27 09:31:59.089,6312429,160052,1,ET,Y,,,0,2,116.75,200,18
272,2016/12/27 09:31:59.089,6343305,160053,1,ET,Y,,,0,4,116.75,100,20
273,2016/12/27 09:31:59.089,6681997,160054,1,ET,Y,,,0,6,116.75,50,22
274,2016/12/27 09:31:59.089,8664093,160055,1,ET,Y,,,0,8,116.75,50,24
275,2016/12/27 09:31:59.089,8664093,160056,1,ET,Y,,,0,2,116.75,50,30
276,2016/12/27 09:32:00.059,8714117,160238,1,ET,Y,,,0,2,116.76,21,20
277,2016/12/27 09:32:02.403,8714117,160804,1,ET,Y,,,0,2,116.76,29,1
278,2016/12/27 09:32:02.403,8728741,160805,1,ET,Y,,,0,4,116.76,71,3
279,2016/12/27 09:32:02.698,8728741,160846,1,ET,Y,,,0,2,116.76,29,20
280,2016/12/27 09:32:03.356,8770041,160935,1,ET,Y,,,0,2,116.76,100,1
281,2016/12/27 09:32:03.560,0,160953,0,P,N,,,0,2,116.76,400,0
282,2016/12/27 09:32:09.414,3260917,162073,1,ET,Y,,,0,2,116.77,35,24
283,2016/12/27 09:32:09.414,6565513,162074,1,ET,Y,,,0,4,116.77,167,26
284,2016/12/27 09:32:09.872,6565513,162182,1,ET,Y,,,0,2,116.77,396,80
285,2016/12/27 09:32:09.872,8842549,162183,1,ET,Y,,,0,4,116.77,400,82
286,2016/12/27 09:32:09.872,8848213,162184,1,ET,Y,,,0,6,116.77,100,84
287,2016/12/27 09:32:10.042,2868297,162217,1,ET,Y,,,0,2,116.78,50,14
288,2016/12/27 09:32:10.042,5107381,162218,1,ET,Y,,,0,4,116.78,23,16
289,2016/12/27 09:32:10.071,2872449,162223,1,ET,Y,,,0,2,116.79,200,1
290,2016/12/27 09:32:10.071,2872449,162224,1,ET,Y,,,0,2,116.79,35,12
291,2016/12/27 09:32:10.358,219341,162277,1,ET,Y,,,0,2,116.8,100,1
292,2016/12/27 09:32:10.358,3545793,162278,1,ET,Y,,,0,4,116.8,2250,3
293,2016/12/27 09:32:10.358,4295641,162279,1,ET,Y,,,0,6,116.8,16,5
294,2016/12/27 09:32:10.358,4685433,162280,1,ET,Y,,,0,8,116.8,2,7
295,2016/12/27 09:32:10.358,5043705,162281,1,ET,Y,,,0,10,116.8,342,9
296,2016/12/27 09:32:10.358,5340857,162282,1,ET,Y,,,0,12,116.8,300,11
297,2016/12/27 09:32:10.358,5362893,162283,1,ET,Y,,,0,14,116.8,119,13
298,2016/12/27 09:32:10.358,7193849,162284,1,ET,Y,,,0,16,116.8,100,15
